Subscriber ID,IP Address,Destination IP,Destination Port,Application,Start Time,End Time,Protocol,ISP,Location
91XXXXXXXXXX,192.168.1.79,172.217.39.79,443,Instagram,2024-04-01 21:16:34,2024-04-01 21:26:34,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.161,172.217.250.128,443,Instagram,2024-04-01 17:14:02,2024-04-01 17:24:02,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.93,172.217.240.105,443,Instagram,2024-04-01 07:34:55,2024-04-01 07:44:55,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.70,172.217.120.60,443,Instagram,2024-04-01 12:51:16,2024-04-01 13:01:16,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.119,172.217.119.2,443,Instagram,2024-04-01 23:18:27,2024-04-01 23:28:27,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.172,172.217.88.38,443,Instagram,2024-04-01 05:24:49,2024-04-01 05:34:49,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.229,172.217.234.185,443,Instagram,2024-04-01 10:35:13,2024-04-01 10:45:13,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.49,172.217.36.186,443,Instagram,2024-04-01 06:59:04,2024-04-01 07:09:04,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.127,172.217.192.86,443,Instagram,2024-04-01 03:12:58,2024-04-01 03:22:58,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.129,172.217.186.187,443,Instagram,2024-04-01 22:00:29,2024-04-01 22:10:29,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.225,172.217.101.237,443,Instagram,2024-04-01 18:10:52,2024-04-01 18:20:52,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.167,172.217.4.234,443,Instagram,2024-04-01 08:47:31,2024-04-01 08:57:31,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.123,172.217.42.144,443,Instagram,2024-04-01 22:37:29,2024-04-01 22:47:29,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.172,172.217.158.183,443,Instagram,2024-04-01 14:57:02,2024-04-01 15:07:02,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.147,172.217.195.143,443,Instagram,2024-04-01 17:47:36,2024-04-01 17:57:36,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.67,172.217.204.192,443,Discord,2024-04-01 17:32:44,2024-04-01 17:42:44,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.140,172.217.93.126,443,Discord,2024-04-01 11:32:22,2024-04-01 11:42:22,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.133,172.217.224.198,443,Discord,2024-04-01 01:39:14,2024-04-01 01:49:14,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.84,172.217.65.190,443,Discord,2024-04-01 11:18:51,2024-04-01 11:28:51,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.204,172.217.227.233,443,Discord,2024-04-01 09:27:40,2024-04-01 09:37:40,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.197,172.217.141.161,443,Discord,2024-04-01 23:43:39,2024-04-01 23:53:39,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.183,172.217.199.8,443,Discord,2024-04-01 07:50:08,2024-04-01 08:00:08,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.169,172.217.148.92,443,Discord,2024-04-01 09:29:32,2024-04-01 09:39:32,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.180,172.217.157.87,443,Discord,2024-04-01 15:35:48,2024-04-01 15:45:48,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.82,172.217.80.187,443,Discord,2024-04-01 19:01:55,2024-04-01 19:11:55,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.213,172.217.139.231,443,Discord,2024-04-01 08:14:18,2024-04-01 08:24:18,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.129,172.217.248.12,443,Discord,2024-04-01 22:05:04,2024-04-01 22:15:04,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.248,172.217.81.60,80,Google Search,2024-04-01 13:44:11,2024-04-01 13:54:11,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.73,172.217.227.206,80,Google Search,2024-04-01 08:18:52,2024-04-01 08:28:52,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.59,172.217.121.217,80,Google Search,2024-04-01 22:37:30,2024-04-01 22:47:30,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.128,172.217.218.119,80,Google Search,2024-04-01 10:19:01,2024-04-01 10:29:01,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.231,172.217.60.189,80,Google Search,2024-04-01 14:32:22,2024-04-01 14:42:22,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.136,172.217.121.18,80,Google Search,2024-04-01 17:03:48,2024-04-01 17:13:48,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.176,172.217.242.26,443,Chat GPT,2024-04-01 07:13:35,2024-04-01 07:23:35,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.18,172.217.252.194,443,Chat GPT,2024-04-01 00:50:10,2024-04-01 01:00:10,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.15,172.217.188.0,443,Chat GPT,2024-04-01 02:42:58,2024-04-01 02:52:58,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.221,172.217.52.143,443,Chat GPT,2024-04-01 09:16:30,2024-04-01 09:26:30,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.159,172.217.165.13,443,Chat GPT,2024-04-01 01:43:34,2024-04-01 01:53:34,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.53,172.217.117.59,443,Chat GPT,2024-04-01 02:21:43,2024-04-01 02:31:43,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.38,172.217.175.114,443,Zomato,2024-04-01 15:51:20,2024-04-01 16:01:20,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.228,172.217.99.86,443,Zomato,2024-04-01 00:06:27,2024-04-01 00:16:27,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.31,172.217.38.121,443,Zomato,2024-04-01 15:24:28,2024-04-01 15:34:28,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.16,172.217.186.108,5222,WhatsApp Messenger,2024-04-02 14:42:03,2024-04-02 14:52:03,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.145,172.217.0.71,5222,WhatsApp Messenger,2024-04-02 15:25:58,2024-04-02 15:35:58,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.231,172.217.224.107,5222,WhatsApp Messenger,2024-04-02 13:31:51,2024-04-02 13:41:51,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.162,172.217.24.180,5222,WhatsApp Messenger,2024-04-02 00:21:31,2024-04-02 00:31:31,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.71,172.217.119.37,5222,WhatsApp Messenger,2024-04-02 12:12:33,2024-04-02 12:22:33,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.13,172.217.248.11,5222,WhatsApp Messenger,2024-04-02 05:14:45,2024-04-02 05:24:45,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.195,172.217.49.64,5222,WhatsApp Messenger,2024-04-02 17:06:51,2024-04-02 17:16:51,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.73,172.217.25.16,5222,WhatsApp Messenger,2024-04-02 14:31:41,2024-04-02 14:41:41,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.132,172.217.72.134,5222,WhatsApp Messenger,2024-04-02 07:07:05,2024-04-02 07:17:05,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.196,172.217.0.129,5222,WhatsApp Messenger,2024-04-02 11:22:35,2024-04-02 11:32:35,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.184,172.217.214.2,5222,WhatsApp Messenger,2024-04-02 13:47:07,2024-04-02 13:57:07,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.142,172.217.156.40,5222,WhatsApp Messenger,2024-04-02 10:35:45,2024-04-02 10:45:45,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.70,172.217.92.239,5222,WhatsApp Messenger,2024-04-02 10:17:26,2024-04-02 10:27:26,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.246,172.217.103.44,5222,WhatsApp Messenger,2024-04-02 06:42:38,2024-04-02 06:52:38,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.251,172.217.38.78,5222,WhatsApp Messenger,2024-04-02 17:29:05,2024-04-02 17:39:05,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.63,172.217.179.75,5222,WhatsApp Messenger,2024-04-02 10:29:12,2024-04-02 10:39:12,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.25,172.217.225.58,5222,WhatsApp Messenger,2024-04-02 15:24:09,2024-04-02 15:34:09,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.130,172.217.96.9,5222,WhatsApp Messenger,2024-04-02 01:32:45,2024-04-02 01:42:45,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.133,172.217.141.179,443,Instagram,2024-04-02 01:08:23,2024-04-02 01:18:23,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.31,172.217.252.17,443,Instagram,2024-04-02 05:10:37,2024-04-02 05:20:37,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.109,172.217.252.194,443,Instagram,2024-04-02 05:48:57,2024-04-02 05:58:57,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.232,172.217.128.117,443,Instagram,2024-04-02 20:54:29,2024-04-02 21:04:29,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.164,172.217.175.244,443,Instagram,2024-04-02 23:44:27,2024-04-02 23:54:27,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.150,172.217.107.164,443,Instagram,2024-04-02 19:07:58,2024-04-02 19:17:58,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.5,172.217.88.240,443,Instagram,2024-04-02 01:29:39,2024-04-02 01:39:39,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.185,172.217.170.181,443,Instagram,2024-04-02 10:43:16,2024-04-02 10:53:16,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.88,172.217.129.129,443,Instagram,2024-04-02 01:12:07,2024-04-02 01:22:07,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.11,172.217.59.107,443,Instagram,2024-04-02 07:16:44,2024-04-02 07:26:44,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.70,172.217.2.101,443,Instagram,2024-04-02 09:40:39,2024-04-02 09:50:39,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.82,172.217.196.97,443,Instagram,2024-04-02 00:32:37,2024-04-02 00:42:37,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.243,172.217.76.13,443,Instagram,2024-04-02 09:19:21,2024-04-02 09:29:21,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.197,172.217.3.91,443,Instagram,2024-04-02 22:52:03,2024-04-02 23:02:03,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.163,172.217.109.7,443,Instagram,2024-04-02 19:26:09,2024-04-02 19:36:09,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.142,172.217.159.252,443,Instagram,2024-04-02 22:37:56,2024-04-02 22:47:56,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.100,172.217.166.81,443,Instagram,2024-04-02 12:18:26,2024-04-02 12:28:26,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.219,172.217.62.90,443,Instagram,2024-04-02 15:20:59,2024-04-02 15:30:59,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.199,172.217.200.243,443,Instagram,2024-04-02 03:49:45,2024-04-02 03:59:45,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.82,172.217.170.196,443,Instagram,2024-04-02 05:54:56,2024-04-02 06:04:56,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.241,172.217.24.15,443,Instagram,2024-04-02 11:25:42,2024-04-02 11:35:42,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.203,172.217.80.226,443,Instagram,2024-04-02 20:36:31,2024-04-02 20:46:31,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.217,172.217.243.152,443,Instagram,2024-04-02 00:24:00,2024-04-02 00:34:00,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.51,172.217.110.21,443,Instagram,2024-04-02 06:22:20,2024-04-02 06:32:20,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.241,172.217.239.153,443,Discord,2024-04-02 21:08:08,2024-04-02 21:18:08,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.223,172.217.213.80,443,Discord,2024-04-02 01:39:48,2024-04-02 01:49:48,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.233,172.217.30.0,443,Discord,2024-04-02 14:31:14,2024-04-02 14:41:14,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.97,172.217.111.59,443,Discord,2024-04-02 15:58:38,2024-04-02 16:08:38,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.18,172.217.112.91,443,Discord,2024-04-02 16:18:24,2024-04-02 16:28:24,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.196,172.217.23.201,443,Discord,2024-04-02 20:33:43,2024-04-02 20:43:43,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.74,172.217.239.79,443,Discord,2024-04-02 11:49:11,2024-04-02 11:59:11,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.68,172.217.60.128,443,Discord,2024-04-02 20:41:57,2024-04-02 20:51:57,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.209,172.217.217.66,443,Discord,2024-04-02 12:21:15,2024-04-02 12:31:15,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.195,172.217.205.166,443,Discord,2024-04-02 01:34:06,2024-04-02 01:44:06,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.62,172.217.211.226,443,Discord,2024-04-02 23:47:54,2024-04-02 23:57:54,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.73,172.217.170.29,443,Discord,2024-04-02 15:06:13,2024-04-02 15:16:13,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.134,172.217.184.159,80,Google Search,2024-04-02 17:26:00,2024-04-02 17:36:00,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.116,172.217.173.79,80,Google Search,2024-04-02 06:01:57,2024-04-02 06:11:57,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.205,172.217.0.195,80,Google Search,2024-04-02 19:42:34,2024-04-02 19:52:34,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.202,172.217.202.211,80,Google Search,2024-04-02 01:51:41,2024-04-02 02:01:41,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.107,172.217.248.81,80,Google Search,2024-04-02 22:01:45,2024-04-02 22:11:45,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.105,172.217.62.237,80,Google Search,2024-04-02 14:09:07,2024-04-02 14:19:07,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.214,172.217.156.62,443,Chat GPT,2024-04-02 20:57:03,2024-04-02 21:07:03,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.96,172.217.63.130,443,Chat GPT,2024-04-02 12:57:26,2024-04-02 13:07:26,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.198,172.217.233.98,443,Chat GPT,2024-04-02 04:21:59,2024-04-02 04:31:59,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.248,172.217.245.46,443,Chat GPT,2024-04-02 12:06:49,2024-04-02 12:16:49,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.69,172.217.24.14,443,Chat GPT,2024-04-02 09:25:46,2024-04-02 09:35:46,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.167,172.217.33.40,443,Chat GPT,2024-04-02 21:29:42,2024-04-02 21:39:42,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.9,172.217.69.118,443,Zomato,2024-04-02 10:52:37,2024-04-02 11:02:37,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.185,172.217.54.26,443,Zomato,2024-04-02 04:05:03,2024-04-02 04:15:03,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.30,172.217.79.129,443,Zomato,2024-04-02 17:01:11,2024-04-02 17:11:11,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.54,172.217.142.174,5222,WhatsApp Messenger,2024-04-03 18:40:52,2024-04-03 18:50:52,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.54,172.217.137.157,5222,WhatsApp Messenger,2024-04-03 01:59:30,2024-04-03 02:09:30,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.58,172.217.61.29,5222,WhatsApp Messenger,2024-04-03 05:15:04,2024-04-03 05:25:04,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.227,172.217.169.52,5222,WhatsApp Messenger,2024-04-03 17:35:43,2024-04-03 17:45:43,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.133,172.217.136.251,5222,WhatsApp Messenger,2024-04-03 05:49:14,2024-04-03 05:59:14,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.132,172.217.233.13,5222,WhatsApp Messenger,2024-04-03 00:28:33,2024-04-03 00:38:33,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.227,172.217.190.86,5222,WhatsApp Messenger,2024-04-03 08:03:07,2024-04-03 08:13:07,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.74,172.217.237.130,5222,WhatsApp Messenger,2024-04-03 09:25:10,2024-04-03 09:35:10,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.104,172.217.82.48,5222,WhatsApp Messenger,2024-04-03 05:58:23,2024-04-03 06:08:23,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.108,172.217.50.7,5222,WhatsApp Messenger,2024-04-03 01:26:40,2024-04-03 01:36:40,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.53,172.217.137.133,5222,WhatsApp Messenger,2024-04-03 05:58:56,2024-04-03 06:08:56,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.159,172.217.97.210,5222,WhatsApp Messenger,2024-04-03 23:01:20,2024-04-03 23:11:20,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.123,172.217.82.52,5222,WhatsApp Messenger,2024-04-03 22:28:00,2024-04-03 22:38:00,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.36,172.217.232.224,5222,WhatsApp Messenger,2024-04-03 22:34:59,2024-04-03 22:44:59,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.174,172.217.9.43,5222,WhatsApp Messenger,2024-04-03 05:29:13,2024-04-03 05:39:13,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.216,172.217.158.50,5222,WhatsApp Messenger,2024-04-03 14:55:36,2024-04-03 15:05:36,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.154,172.217.220.95,5222,WhatsApp Messenger,2024-04-03 16:09:39,2024-04-03 16:19:39,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.64,172.217.247.31,5222,WhatsApp Messenger,2024-04-03 14:15:55,2024-04-03 14:25:55,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.10,172.217.155.75,443,Instagram,2024-04-03 19:05:06,2024-04-03 19:15:06,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.99,172.217.116.252,443,Instagram,2024-04-03 06:44:32,2024-04-03 06:54:32,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.228,172.217.225.88,443,Instagram,2024-04-03 07:44:41,2024-04-03 07:54:41,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.202,172.217.99.79,443,Instagram,2024-04-03 01:24:45,2024-04-03 01:34:45,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.42,172.217.39.15,443,Instagram,2024-04-03 01:39:13,2024-04-03 01:49:13,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.125,172.217.159.20,443,Instagram,2024-04-03 07:13:25,2024-04-03 07:23:25,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.246,172.217.56.116,443,Instagram,2024-04-03 23:12:09,2024-04-03 23:22:09,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.132,172.217.212.58,443,Instagram,2024-04-03 04:06:16,2024-04-03 04:16:16,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.194,172.217.38.238,443,Instagram,2024-04-03 21:48:31,2024-04-03 21:58:31,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.194,172.217.128.20,443,Instagram,2024-04-03 10:11:42,2024-04-03 10:21:42,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.254,172.217.113.174,443,Instagram,2024-04-03 12:21:49,2024-04-03 12:31:49,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.49,172.217.76.112,443,Instagram,2024-04-03 07:11:52,2024-04-03 07:21:52,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.204,172.217.24.204,443,Instagram,2024-04-03 06:53:02,2024-04-03 07:03:02,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.27,172.217.10.180,443,Instagram,2024-04-03 09:57:00,2024-04-03 10:07:00,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.246,172.217.35.90,443,Instagram,2024-04-03 05:03:14,2024-04-03 05:13:14,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.55,172.217.46.160,443,Instagram,2024-04-03 11:17:11,2024-04-03 11:27:11,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.98,172.217.64.54,443,Instagram,2024-04-03 10:32:47,2024-04-03 10:42:47,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.207,172.217.111.249,443,Instagram,2024-04-03 14:51:06,2024-04-03 15:01:06,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.104,172.217.89.148,443,Instagram,2024-04-03 22:10:00,2024-04-03 22:20:00,TCP,Airtel,Chandigarh
