event_id,user_id,imsi,imei,timestamp,domain,ip_src,ip_dst,port,protocol,duration,bytes_sent,bytes_received,vpn_usage,cell_id,location_lat,location_lon,is_fraud,anomaly_type,runbook_id
bb1bb841326c2c9b,ecc40568144d0c42,cb47513b2ac14ec8,73d94ad8925568e1,2025-09-01T00:01:20.561168,site1940.example,10.0.109.153,10.0.170.144,5228,TCP,123.77634362642333,102322,98624,False,cell_734,30.767,76.817,0,,
c4a3d6bfba066e04,4d38d931a66a3c90,714f94637950eebb,6143c59884afed14,2025-09-01T00:01:20.803109,site488.example,10.2.217.128,10.0.187.6,5228,TCP,62.2610480020213,9282,11369,False,cell_1488,30.744,76.794,0,,
188e8db0accb76c6,2181be3b409477a3,99f4e28903b08f84,f128783f6cff49fd,2025-09-01T00:01:25.514382,site490.example,10.3.65.159,10.0.126.104,443,TCP,14.084401792903781,3264,1373,False,cell_769,30.7845,76.8345,0,,
3923e4d6fe425314,f35b831d257051f7,b53ede061b666cc9,7edcf5b775e20375,2025-09-01T00:01:29.852212,instagram.com,10.0.111.174,10.0.218.64,443,UDP,54.72190335451828,56704,84381,False,cell_389,30.7945,76.8445,0,,
b9d6d55d70767baa,10bae794e5add57f,be0baf27a652a362,9d9d8092f6d775e6,2025-09-01T00:01:34.552850,site1093.example,10.2.174.130,10.0.95.232,443,TCP,72.30747241184994,23646,41617,False,cell_1186,30.793,76.843,0,,
2902571273d47b05,f154dea678157e3c,181897eaa9ca5922,50ca4ccdd7992e57,2025-09-01T00:01:35.300302,sms-gateway.example,10.1.113.74,10.0.175.4,80,UDP,2.9870541435695657,106,36740,False,cell_219,30.7095,76.7595,1,OTP_REDIRECTION,ADHOC_OTP_842
3ab7c3e9cf9b849a,d4216ec001c26f59,3b094e9e268ee564,617f8d3744649690,2025-09-01T00:01:38.491014,site1129.example,10.0.185.107,10.0.104.95,5228,TCP,13.481557152427234,8249,10810,False,cell_1344,30.772,76.822,0,,
c44116e53e2151ec,611aa0c788864c6b,dabd0d018bdb8e9a,66d0bc594b490b60,2025-09-01T00:01:39.278663,site406.example,10.0.20.73,10.0.244.198,5228,TCP,37.740763440648415,33239,17667,False,cell_822,30.711,76.761,0,,
bb90d3fd435aa7d4,c1e009786d9a06c2,afc318fb2d65424b,38002c8bff52ff73,2025-09-01T00:01:42.961068,site186.example,10.1.27.7,10.0.130.105,5228,TCP,13.908753296239617,5209,1780,False,cell_1381,30.7905,76.8405,0,,
466d8b06d715384e,e543e77bb0092d9c,04659fb6d9733097,91174742590af943,2025-09-01T00:01:48.366357,site1862.example,10.2.162.78,10.0.21.113,443,TCP,10.941085407973818,2458,4863,False,cell_460,30.73,76.78,0,,
fa65285901e68316,465ca3f07a3cfed9,8d1eab65df33630f,518ccb88719b4711,2025-09-01T00:01:58.625711,google.com,10.0.31.228,10.0.25.186,443,TCP,28.044825336008618,57374,98623,False,cell_1040,30.72,76.77,0,,
12ca4ad5a8b0c021,628721679c7e09aa,21c3a6581fe9bd23,31f25407a9dde868,2025-09-01T00:02:02.719373,site106.example,10.0.171.140,10.0.55.237,443,TCP,95.5169450986449,137229,25463,False,cell_221,30.7105,76.7605,0,,
62fb419e6646adaf,e561e42d3eac5510,792796ae9b327b6a,6eaa54ffb28e54fb,2025-09-01T00:02:09.377954,site1679.example,10.3.37.164,10.0.10.103,5228,TCP,149.6578683820223,38121,5740,False,cell_1420,30.71,76.76,0,,
b1c2156f66d7e199,708544bb65e5a012,48b3afbb9854389d,87cf7f53a44c0eee,2025-09-01T00:02:18.394000,site1456.example,10.1.209.231,10.0.154.241,80,TCP,124.31140664665662,102535,166038,False,cell_1835,30.7175,76.7675,0,,
25797c4085044341,546810c33efe1b21,0e429562be22e499,9d484f3ad755d735,2025-09-01T00:02:20.357473,site659.example,10.0.233.192,10.0.21.39,443,TCP,16.344542337201254,3677,4115,False,cell_675,30.7375,76.7875,0,,
865af3346ca7339b,229c2f3e785794b0,7ecbca2e9d731254,266c643e35fa367e,2025-09-01T00:02:24.937663,site1150.example,10.3.63.77,10.0.161.146,80,TCP,67.74570587706445,15268,1933,False,cell_433,30.7165,76.7665,0,,
0835aa9adbc6c339,56e852daa5bf7fc7,ee520f4602a606de,ecc3b1b1bca55eb5,2025-09-01T00:02:26.183248,site74.example,10.3.112.134,10.0.126.212,443,TCP,5.295151852381057,2621,1941,False,cell_1468,30.734,76.784,0,,
fb4fe040ac0d3bdf,649090a0f91222a8,06b84c677d69e0e9,a56ee01016243344,2025-09-01T00:02:27.642103,site1014.example,10.3.27.71,10.0.130.80,443,TCP,11.795734027894841,5896,9676,False,cell_971,30.7855,76.8355,0,,
db0f496f465033f4,a4607d36223ea8cd,6e919fb6d4389c85,7f11978f5207ea26,2025-09-01T00:02:28.474355,site404.example,10.1.202.41,10.0.133.171,80,TCP,40.83170913426889,17737,27650,False,cell_379,30.7895,76.8395,0,,
ce5a1634008e1ae6,828f2d2520d9fe51,aa3efc48fd02ba4d,ecb959ea33ac99e7,2025-09-01T00:02:30.310471,facebook.com,10.0.36.176,10.0.235.94,80,UDP,109.27298105240074,113873,102478,False,cell_647,30.7235,76.7735,0,,
5fe30d19acc9af6e,2d4a4bc3f616e930,03b93480a15380da,ea89bfadc434f847,2025-09-01T00:02:32.689474,google.com,10.3.48.218,10.0.60.41,5062,TCP,28.686201875025958,10494,2178,False,cell_282,30.741,76.791,0,,
124b5484b40b8f9a,6bceae7788a924d1,70d16f9464142793,8a3a600c4abcb0ef,2025-09-01T00:02:32.741564,site496.example,10.0.139.59,10.0.115.240,80,TCP,210.2670282533382,178380,75477,False,cell_26,30.713,76.763,0,,
5b4193f2db9a4a8d,fad8c5a0ba5076c0,bf441c9d505ccb5e,e882cb45b826f795,2025-09-01T00:02:36.993383,site1832.example,10.3.203.155,10.0.40.10,443,TCP,32.632751950979404,13247,10256,False,cell_1507,30.7535,76.8035,0,,
92171b817bd22327,0669b311dfe249db,8f249f0237e0a9bd,0fca339ecfa79778,2025-09-01T00:02:51.090464,site1370.example,10.0.249.211,10.0.32.82,80,TCP,10.103301232218943,5032,6360,False,cell_1158,30.779,76.829,0,,
cf0956cf6e8f2b93,ad3e9d18430a5a4d,5e773bfb5de902f3,6d49815cf9c9eeb8,2025-09-01T00:02:51.351260,site855.example,10.2.126.232,10.0.250.29,5228,TCP,62.396630061032404,37841,45060,False,cell_212,30.706,76.756,0,,
d6e1f19500979651,41da945957edc343,59ed82512ec1bf53,576139679f79aec5,2025-09-01T00:02:55.559784,bank.example,10.1.192.84,10.0.2.114,5228,TCP,10.340185232644114,3625,1256,False,cell_476,30.738,76.788,0,,
9fa82a1df8662660,f086c6f2ac5e3b6f,2bd6cf832d361751,1c17cffec09be3f8,2025-09-01T00:02:56.714683,site686.example,10.0.112.74,10.0.187.174,5228,TCP,22.05399919446565,26705,28638,False,cell_564,30.782,76.832,0,,
301592f558aa7253,a54cad7d60688907,ac68945ec49e8f5b,f4c821fb9ddc6510,2025-09-01T00:02:57.154690,site213.example,10.2.167.151,10.0.74.79,443,TCP,125.13382335960921,31317,47084,False,cell_1426,30.713,76.763,0,,
1bccdc79bc92e3d8,628721679c7e09aa,21c3a6581fe9bd23,31f25407a9dde868,2025-09-01T00:03:05.023711,site1659.example,10.0.171.248,10.0.158.70,443,TCP,89.20721433440167,20005,12065,False,cell_221,30.7105,76.7605,0,,
0c60f0bf530eda77,dc27da64f859ffc2,06d2a91ed030f651,f44de1f150a80530,2025-09-01T00:03:14.917696,site1895.example,10.0.29.181,10.0.1.16,5228,TCP,111.4866837287952,33210,35698,False,cell_1575,30.7875,76.8375,0,,
1c63da6a277e4ed3,81d309421a977f41,1bb4f38a2df4e4f3,bb60ffbf3aed856c,2025-09-01T00:03:18.967120,site158.example,10.2.240.167,10.0.161.90,443,TCP,6.224556233981166,4739,1865,False,cell_1560,30.78,76.83,0,,
1def196f97caa6e5,a51c0436cf0b2e42,a07155f3db13ae25,e5b42ee215a45a47,2025-09-01T00:03:19.494072,site767.example,10.3.90.102,10.0.14.67,5228,TCP,10.637107715348858,10204,9196,False,cell_1253,30.7265,76.7765,0,,
a5ed756c9961d5a4,a711ad9746c2a083,a522513bf4868236,6934e0c8bd85ddfa,2025-09-01T00:03:21.032651,site1485.example,10.2.58.208,10.0.195.253,80,TCP,14.533942160190913,16922,6542,False,cell_1182,30.791,76.841,0,,
e24d1e6e3f1c0558,4e02b628c1b87321,3f5a96835bf44fe9,babed70fd4ea8182,2025-09-01T00:03:21.376181,site311.example,10.2.67.16,10.0.10.96,5228,TCP,16.07067916996364,12263,17372,False,cell_414,30.707,76.757,0,,
433dd80340874b3a,843b1277ef850771,5653ac58625283b3,0e770274e3c4a159,2025-09-01T00:03:26.244593,site908.example,10.2.151.30,10.0.219.34,80,TCP,76.07667595791756,85323,43232,False,cell_1015,30.7075,76.7575,0,,
ccb12f57ee312c4a,cef560567f06082d,88de904d0eb8a9cb_swp,3494b62a4b7e6ac4,2025-09-01T00:03:26.728145,site497.example,10.2.212.158,10.0.26.233,80,TCP,17.079644078621428,9346,2145,False,cell_1329,30.7645,76.8145,1,SIM_SWAP,ADHOC_SIM_1361
b720e394fcb6473a,b53a38aec1ed7479,b261858c485d927d,800be4b019f7dbbb,2025-09-01T00:03:27.572907,site302.example,10.0.33.207,10.0.21.103,80,TCP,8.413109402599344,6186,1700,False,cell_1105,30.7525,76.8025,0,,
c884f882d4705ae5,65efbdffb3dbf816,7c3c9a849643f0e4,87aec92bb37d5947,2025-09-01T00:03:30.380721,site1544.example,10.0.117.63,10.0.36.208,5228,TCP,12.835133542573796,12612,6148,False,cell_389,30.7945,76.8445,0,,
76d9a88f62b4f4c9,178a66834c520cbc,3c8c6e8e081be69d,75ed3a5bccf36c40,2025-09-01T00:03:32.219999,site1549.example,10.1.44.95,10.0.236.95,80,TCP,15.124296363353723,60678,32063,False,cell_603,30.7015,76.7515,0,,
aabc78c46d27203b,1f32d7ba27e828a3,97985c5968da40e4,4566cc4b4ae9586a,2025-09-01T00:03:35.010612,site1198.example,10.3.149.95,10.0.143.96,5228,TCP,94.96695937601498,32001,15773,False,cell_82,30.741,76.791,0,,
2396cbac57e61055,695e6950cb12de05,25123ee03e93d1b1,5aeaabfb32e96db0,2025-09-01T00:03:44.111667,site1572.example,10.1.109.246,10.0.138.9,80,TCP,17.558847935728963,4894,1200,False,cell_170,30.785,76.835,0,,
303444c5094b402c,5a61041a64bead47,0fa6847d9d0c6fa9,503370648d4b2a16,2025-09-01T00:03:44.729881,site1317.example,10.2.15.112,10.0.231.136,443,TCP,28.171443282480457,22325,44399,False,cell_192,30.796,76.846,0,,
cecc24b805681731,cc55a0844791e92f,92e53ab7391cd4db,e77d5c78b18064a2,2025-09-01T00:03:45.143272,site1419.example,10.1.188.87,10.0.93.92,443,TCP,114.98135458976917,23352,39089,False,cell_386,30.793,76.843,0,,
b2f26176dfcad23b,6780a4e2206bce1c,e1b9a6b12bcdc9fd,03dfc4c3eafbff95,2025-09-01T00:03:49.384681,site21.example,10.3.231.19,10.0.25.62,5228,TCP,16.22695674736227,5583,4810,False,cell_206,30.703,76.753,0,,
7b5c86ebef2a070d,c1e009786d9a06c2,afc318fb2d65424b,38002c8bff52ff73,2025-09-01T00:03:49.541630,site168.example,10.1.27.218,10.0.119.70,5228,TCP,36.013104474655165,22457,7855,False,cell_1381,30.7905,76.8405,0,,
cd30d59ac507b823,eabe9e3309fba630,f6c4cc14a165bd86,09eaf5c902dbb1cb,2025-09-01T00:03:52.252851,site1482.example,10.1.92.198,10.0.108.193,5228,TCP,354.6205742278411,855112,832447,False,cell_1472,30.736,76.786,0,,
7ea07ecda6ede505,eef1065c798c9145,a268db1b0cee1c8c,6f3505922d426f97,2025-09-01T00:03:53.237567,site265.example,10.2.155.33,10.0.117.137,80,TCP,18.866257305498355,58783,57099,False,cell_687,30.7435,76.7935,0,,
2d93193788774a09,01f5a52289b7fdb4,80dae7bffce67d19,fda5c8eb6e488ce3,2025-09-01T00:03:55.929625,site1348.example,10.2.18.8,10.0.229.246,5228,TCP,18.45263933423802,13615,21362,True,cell_1159,30.7795,76.8295,0,,
54f58fa79749c5fd,c85ebb55156b1d02,8e760e6fcb9b378d,e2cbc7281f5e69d8,2025-09-01T00:04:00.819535,site1268.example,10.0.137.133,10.0.74.62,5228,TCP,19.95229690819651,6812,2654,True,cell_738,30.769,76.819,0,,
0c2b87b5ae82595d,13a693f3b2f90270,1958f6318bfa4f95,787248300b7c60fb,2025-09-01T00:04:02.091213,site1564.example,10.3.9.31,10.0.98.190,443,TCP,93.86385620402328,28563,12153,False,cell_1101,30.7505,76.8005,0,,
d5e2b040c9d42a3a,278212446d3b979c,f2f4051d70bfecf3,dc8b18c9fb5173c6,2025-09-01T00:04:06.679104,site1141.example,10.0.151.140,10.0.187.49,5228,TCP,36.24436693105822,11868,13732,False,cell_970,30.785,76.835,0,,
bfb4e96a7c765b54,613fd0720fe7f664,c53b58fb7f774559,023ea17f10af718c,2025-09-01T00:04:09.658271,site673.example,10.1.85.141,10.0.78.80,443,TCP,40.66865857527634,34968,33537,False,cell_300,30.75,76.8,0,,
a890af648e58242e,74afacded962a33d,4b538c30f86068b4,5f7a5c37f18e2e4a,2025-09-01T00:04:10.011960,site342.example,10.0.81.123,10.0.110.251,443,TCP,15.230282973059246,12886,25688,False,cell_845,30.7225,76.7725,0,,
b6b7a10e81a34dfb,db3371eccee9ab5d,8ac2d60c5854a0b7,e872a96c89cb8f7d,2025-09-01T00:04:12.646064,site1903.example,10.3.93.141,10.0.189.79,11214,UDP,4.06136455706099,3259,1246,False,cell_1359,30.7795,76.8295,1,VOIP_SPOOF,ADHOC_VOIP_1957
f5583a7294a1410a,a21979e6e92eff7f,7a23c506bcc6d155,035823a9d3c1916e,2025-09-01T00:04:14.286742,site1027.example,10.2.48.223,10.0.175.208,443,TCP,19.461708165133054,22317,41009,False,cell_205,30.7025,76.7525,0,,
8ad73ee5529d28d2,eabe9e3309fba630,f6c4cc14a165bd86,09eaf5c902dbb1cb,2025-09-01T00:04:20.485995,site1720.example,10.1.92.45,10.0.122.39,5228,TCP,5.8334297946526465,1698,2233,False,cell_1472,30.736,76.786,0,,
7bcb273274340b51,0794e0850db36da4,85ca00abc05bb996,c959985d40ea3ce5,2025-09-01T00:04:23.214923,site936.example,10.1.23.180,10.0.172.68,80,TCP,20.737573754397694,10785,6735,False,cell_964,30.782,76.832,0,,
a1cc1c2a48bc5fa9,e43a068a1ec8ec09,b3c09ebd1bb015d8,0ee7257ae18e05d1,2025-09-01T00:04:29.034077,site1763.example,10.1.134.62,10.0.20.184,80,TCP,18.882323471008466,6323,10486,False,cell_1573,30.7865,76.8365,0,,
e556ee1ff223291e,cc9c9ce633446805,5ebe9987ad1c6937,3a2f1338230ffbae,2025-09-01T00:04:29.098930,site1678.example,10.2.191.101,10.0.161.37,80,TCP,4.953833115350965,2051,1846,False,cell_1576,30.788,76.838,0,,
c5ea3bf4e3875389,f71fa757b1ecd709,e4b79e1af38bae49,d2c9aeff30bafdd0,2025-09-01T00:04:31.096105,site910.example,10.3.185.70,10.0.207.114,80,TCP,53.625588938187164,51579,31235,False,cell_39,30.7195,76.7695,0,,
a4bc57f189451454,cf8ba50a08a123b8,eacb98a069295d76,19ac1470736f7ffa,2025-09-01T00:04:33.967654,site1009.example,10.0.243.175,10.0.226.1,5228,TCP,25.342024886647376,5690,2331,False,cell_1203,30.7015,76.7515,0,,
51b44134398c185b,e34deb3a7e7d578b,f35bf8cc618e46cb,bb459279391fcc61,2025-09-01T00:04:35.158406,youtube.com,10.2.184.133,10.0.122.77,443,TCP,2.4066485753870914,5621,4319,False,cell_1274,30.737,76.787,0,,
767a3c6cc51dc1c1,b31049399d034529,ecdc5649f0c9df66,f956cc2b578dc221,2025-09-01T00:04:35.477631,facebook.com,10.2.185.209,10.0.148.143,8080,UDP,35.76395489559089,16483,21441,False,cell_1367,30.7835,76.8335,0,,
3a4ab516a7f85470,8f1a56c3854de9aa,606980f235476e1f,3b37ad72be7c4a04,2025-09-01T00:04:37.863558,sms-gateway.example,10.3.23.79,10.0.30.23,5228,TCP,3.2533408697217596,488,33371,False,cell_1534,30.767,76.817,1,OTP_REDIRECTION,ADHOC_OTP_2871
aac3e8c8f56cb342,30df69cbf5b4f281,26c6d7f58c4787d8,a720eb4bddabf1fb,2025-09-01T00:04:40.100135,site506.example,10.3.21.144,10.0.146.213,5228,TCP,51.81368781872602,8517,2973,False,cell_496,30.748,76.798,0,,
7a0f4447e54ceaab,d4216ec001c26f59,3b094e9e268ee564,617f8d3744649690,2025-09-01T00:04:43.371990,site164.example,10.0.185.225,10.0.31.8,80,TCP,27.713118184859034,7983,13088,False,cell_1344,30.772,76.822,0,,
8c5a57f7619b39e1,7b8f0404d8c60395,a19940687590bfcb,4c90804eaa287741,2025-09-01T00:04:45.498147,site932.example,10.3.99.134,10.0.253.50,443,TCP,10.390634378114983,16167,25909,False,cell_826,30.713,76.763,0,,
16571af5b694b77f,1fb92e6c3f9b7d1c,f07d774b1ab6fca4,7b2d69dbaab3c57e,2025-09-01T00:04:47.029958,site30.example,10.0.210.26,10.0.46.25,5228,TCP,30.717053837880716,21106,4018,False,cell_1109,30.7545,76.8045,0,,
a2d577da7e0683d6,0495c8b24e6414b2,706e07c8a658d988,43a16abb83aec3f2,2025-09-01T00:04:48.688649,site37.example,10.3.165.174,10.0.17.131,443,TCP,17.54602950945103,28741,9847,False,cell_971,30.7855,76.8355,0,,
61257b5790a0b467,f9815398196877fe,e00bde8da7a8c970,5c53a7240ed0d975,2025-09-01T00:04:54.045640,site1474.example,10.0.146.198,10.0.237.105,5228,TCP,31.24976362121969,19285,34109,False,cell_1220,30.71,76.76,0,,
9e809d6659b2b9d6,4117647570318936,08b80c3cebc705f5,5e2a765bb374e4cf,2025-09-01T00:04:56.459388,site517.example,10.1.111.58,10.0.64.196,5228,TCP,8.122143521254749,1987,3781,False,cell_1327,30.7635,76.8135,0,,
5c5117600fa7b686,9ddbbff2704777db,f208a2fabddd032b,b7c5ea8593dcbc0d,2025-09-01T00:04:58.462371,site1648.example,10.1.62.221,10.0.129.96,80,TCP,5.682724704015238,3854,4418,False,cell_1401,30.7005,76.7505,0,,
dd62b324a93f530d,f4bb588c1ba644b0,86c6d7ccbc5e6256,75b2e47b4461b6ec,2025-09-01T00:05:02.459969,site1904.example,10.2.64.146,10.0.130.231,80,TCP,21.71080214850331,43027,77257,False,cell_526,30.763,76.813,0,,
df22a17e3b0edcdc,1d6c62dafdd5b4ff,b0e1b18344dcd7b6,c09359af27fe564c,2025-09-01T00:05:14.453866,site119.example,10.2.246.106,10.0.99.62,80,TCP,114.31327410440072,52941,8340,False,cell_395,30.7975,76.8475,0,,
daf720338e208334,9d1db6ac0bb45fd9,fbd0abe39d56b2d8,43a54445a48d217d,2025-09-01T00:05:29.122182,site600.example,10.1.239.83,10.0.40.192,80,TCP,42.304148181892046,24859,7458,False,cell_1053,30.7265,76.7765,0,,
3874a97744e2c1f6,8bc6b3722e9736c5,808ba82e36b92d83,b148fdc25ab364d5,2025-09-01T00:05:32.011622,site49.example,10.2.163.214,10.0.25.71,443,TCP,15.978791435571894,16055,7728,False,cell_556,30.778,76.828,0,,
2a7b7af56e02baa1,6f9250a8e36f7bb0,f5ef04781f3eb363,b1afabed002aed30,2025-09-01T00:05:32.775590,site673.example,10.0.195.20,10.0.225.26,80,TCP,27.808165913537575,13490,23867,False,cell_1043,30.7215,76.7715,0,,
54506a3b4e4a21f5,cc9c9ce633446805,5ebe9987ad1c6937_swp,3a2f1338230ffbae,2025-09-01T00:05:36.574346,site1678.example,10.2.191.71,10.0.177.167,5228,TCP,30.27290765697369,47796,9165,False,cell_1576,30.788,76.838,1,SIM_SWAP,ADHOC_SIM_2204
d17821ceedef6a26,6a6ed6d8c657e291,fdb5e13e8e0b79eb,d0444319e3ff727c,2025-09-01T00:05:40.921257,site1725.example,10.0.119.95,10.0.74.104,5228,TCP,17.205805307439736,189542,10965,True,cell_1839,30.7195,76.7695,1,DATA_EXFIL,ADHOC_EXFIL_2880
94f9ca0adf8fb211,add7d7db9fd31ced,82c59b173e3d22a4,d2764614573ad389,2025-09-01T00:05:48.936669,site1267.example,10.3.228.252,10.0.156.148,80,TCP,68.17430071356807,7600,6132,False,cell_770,30.785,76.835,0,,
063077d18194a800,34ce062ebdb05c76,2e257e6f1148d7be,bd4934fd2adc64c6,2025-09-01T00:05:50.491262,sms-gateway.example,10.2.82.44,10.0.178.132,443,TCP,2.889906832492674,280,96877,False,cell_1415,30.7075,76.7575,1,OTP_REDIRECTION,ADHOC_OTP_1586
5479aa1db6d9fb65,dc81b63aede211a3,7557ccb8e8a2d8d0,7920725140806c2d,2025-09-01T00:05:50.566737,sms-gateway.example,10.3.215.121,10.0.234.54,80,TCP,4.387169879464975,108,11896,False,cell_307,30.7535,76.8035,1,OTP_REDIRECTION,ADHOC_OTP_4225
f4d0640a3181887c,229c2f3e785794b0,7ecbca2e9d731254,266c643e35fa367e,2025-09-01T00:05:52.469115,site240.example,10.3.63.183,10.0.219.28,5228,TCP,29.593415819677016,14352,12027,False,cell_433,30.7165,76.7665,0,,
